date,contract_preamble,expiry_date,mean,median,mode,skewness,kurtosis,variance,kalshi_mean_c,kalshi_median_c,kalshi_mode_c,kalshi_variance_c,kalshi_skew_c,kalshi_kurt_c
2022-07-14,FED-22DEC,2022-12-14,3.451530612244898,3.5,3.5,-0.14728682170542798,3.1031313035768644,0.24063541232819655,-0.007653061224490276,0,0,-0.010249635568513188,-0.033001107419714834,1.2238060369343655
2022-07-15,FED-22DEC,2022-12-14,3.4387755102040813,3.5,3.5,-0.21818181818181925,5.277594345503992,0.1952311536859642,-0.012755102040816535,0,0,-0.045404258642232354,-0.07089499647639128,2.174463041927128
2022-07-16,FED-22DEC,2022-12-14,3.4413265306122445,3.5,3.5,-0.2072072072072087,3.5154428920173046,0.18469517909204491,0.0025510204081631294,0,0,-0.010535974593919278,0.010974610974610555,-1.7621514534866876
2022-07-17,FED-22DEC,2022-12-14,3.4413265306122445,3.5,3.5,-0.2072072072072087,3.5154428920173046,0.18469517909204491,0,0,0,0,0,0
2022-07-18,FED-22DEC,2022-12-14,3.4362244897959187,3.5,3.5,-0.22522522522522576,3.478084004053792,0.18407043940024992,-0.005102040816325815,0,0,-6.247396917949954e-4,-0.018018018018017057,-0.03735888796351272
2022-07-19,FED-22DEC,2022-12-14,3.4362244897959187,3.5,3.25,-0.18248175182481793,1.415984745552306,0.24657043940024995,0,0,-0.25,0.06250000000000003,0.04274347340040782,-2.062099258501486
2022-07-20,FED-22DEC,2022-12-14,3.464285714285714,3.5,3.5,-0.12068965517241637,1.5713619402985053,0.17091836734693874,0.02806122448979531,0,0.25,-0.0756520720533112,0.06179209665240157,0.15537719474619927
2022-07-21,FED-22DEC,2022-12-14,3.4464285714285716,3.5,3.25,-0.17948717948717882,1.573170602448978,0.1674107142857143,-0.01785714285714235,0,-0.25,-0.0035076530612244416,-0.058797524314762456,0.0018086621504727063
2022-07-22,FED-22DEC,2022-12-14,3.331632653061224,3.25,3.25,0.3018867924528338,1.8143748842608565,0.15405039566847148,-0.11479591836734748,-0.25,0,-0.013360318617242822,0.48137397194001263,0.24120428181187847
2022-07-23,FED-22DEC,2022-12-14,3.2959183673469385,3.25,3.25,0.14754098360655948,1.650926844735494,0.21855476884631408,-0.03571428571428559,0,0,0.0645043731778426,-0.1543458088462743,-0.16344803952536258
2022-07-24,FED-22DEC,2022-12-14,3.2653061224489797,3.25,3.25,0.04918032786885411,1.3310072725898925,0.22170449812578097,-0.030612244897958885,0,0,0.003149729279466884,-0.09836065573770537,-0.3199195721456014
2022-07-25,FED-22DEC,2022-12-14,3.326530612244898,3.25,3.25,0.2542372881355959,3.4919151726880706,0.20460224906289048,0.06122448979591821,0,0,-0.017102249062890484,0.20505696026674175,2.160907900098178
2022-07-26,FED-22DEC,2022-12-14,3.323979591836735,3.25,3.25,0.25217391304347997,3.644333080970412,0.20052191795085383,-0.0025510204081626853,0,0,-0.00408033111203665,-0.0020633750921159044,0.15241790828234159
2022-07-27,FED-22DEC,2022-12-14,3.275510204081633,3.25,3.25,0.0961538461538494,1.8745993878159704,0.1753696376509788,-0.04846938775510212,0,0,-0.02515228029987504,-0.15602006688963055,-1.7697336931544418
2022-07-28,FED-22DEC,2022-12-14,3.260204081632653,3.25,3.25,0.04166666666666988,2.427421114058138,0.16316118284048312,-0.015306122448980108,0,0,-0.012208454810495678,-0.05448717948717953,0.5528217262421675
2022-07-29,FED-22DEC,2022-12-14,3.255102040816327,3.25,3.25,0.01923076923077155,2.6117398368857323,0.19385152019991675,-0.005102040816325815,0,0,0.030690337359433634,-0.022435897435898328,0.18431872282759443
2022-07-30,FED-22DEC,2022-12-14,3.2653061224489797,3.25,3.25,0.05084745762711741,1.5362194939679572,0.2242555185339442,0.010204081632652517,0,0,0.03040399833402746,0.03161668839634586,-1.075520342917775
2022-07-31,FED-22DEC,2022-12-14,3.267857142857143,3.25,3.25,0.05882352941176449,1.4839329819507778,0.2260841836734694,0.0025510204081631294,0,0,0.001828665139525204,0.007976071784647078,-0.052286512017179376
2022-08-01,FED-22DEC,2022-12-14,3.2704081632653064,3.25,3.25,0.07017543859649207,1.5176151734888776,0.21386922115785093,0.0025510204081635734,0,0,-0.012214962515618488,0.01135190918472758,0.033682191538099815
2022-08-02,FED-22DEC,2022-12-14,3.2678571428571423,3.25,3.25,0.05785123966941984,1.536138855931002,0.21588010204081623,-0.0025510204081640175,0,0,0.0020108808829653047,-0.012324198927072233,0.018523682442124434
2022-08-03,FED-22DEC,2022-12-14,3.3061224489795915,3.25,3.25,0.189655172413792,1.9736869672036257,0.20986047480216571,0.03826530612244916,0,0,-0.006019627238650516,0.1318039327443722,0.4375481112726236
2022-08-04,FED-22DEC,2022-12-14,3.3086734693877555,3.25,3.25,0.19658119658119655,1.9207659829948345,0.21148089337775924,0.0025510204081640175,0,0,0.0016204185755935296,0.0069260241674045375,-0.05292098420879121
2022-08-05,FED-22DEC,2022-12-14,3.4566326530612246,3.5,3.5,-0.14285714285714107,1.2513879797892384,0.1900835589337776,0.14795918367346905,0.25,0.25,-0.021397334443981647,-0.3394383394383376,-0.669378003205596
2022-08-06,FED-22DEC,2022-12-14,3.4566326530612246,3.5,3.5,-0.14285714285714107,1.2513879797892384,0.1900835589337776,0,0,0,0,0,0
2022-08-07,FED-22DEC,2022-12-14,3.479591836734694,3.5,3.5,-0.06896551724137864,1.4548371379081066,0.18453248646397336,0.022959183673469497,0,0,-0.005551072469804241,0.07389162561576243,0.2034491581188682
2022-08-08,FED-22DEC,2022-12-14,3.479591836734694,3.5,3.5,-0.06666666666666747,1.0451334534263914,0.185807996668055,0,0,0,0.001275510204081648,0.0022988505747111726,-0.40970368448171524
2022-08-09,FED-22DEC,2022-12-14,3.47704081632653,3.5,3.5,-0.07438016528925799,0.9728467294385904,0.18761063098708872,-0.0025510204081640175,0,0,0.0018026343190337135,-0.00771349862259052,-0.072286723987801
2022-08-10,FED-22DEC,2022-12-14,3.323979591836734,3.25,3.25,0.26605504587155665,0.9213953031501588,0.14439946897126196,-0.1530612244897962,-0.25,-0.25,-0.043211162015826754,0.34043521116081465,-0.05145142628843158
2022-08-11,FED-22DEC,2022-12-14,3.321428571428571,3.25,3.25,0.2545454545454521,0.8316907599243848,0.14668367346938774,-0.0025510204081626853,0,0,0.0022842044981257748,-0.011509591326104573,-0.08970454322577404
2022-08-12,FED-22DEC,2022-12-14,3.3392857142857135,3.25,3.25,0.29914529914529814,0.9122818383673454,0.16741071428571427,0.01785714285714235,0,0,0.020727040816326536,0.04459984459984606,0.08059107844296065
2022-08-13,FED-22DEC,2022-12-14,3.3392857142857135,3.25,3.25,0.29914529914529814,0.9122818383673454,0.16741071428571427,0,0,0,0,0,0
2022-08-14,FED-22DEC,2022-12-14,3.3341836734693873,3.25,3.25,0.2727272727272726,1.7521967647850172,0.18870392544773013,-0.005102040816326259,0,0,0.02129321116201585,-0.026418026418025542,0.8399149264176717
2022-08-15,FED-22DEC,2022-12-14,3.329081632653061,3.25,3.25,0.2605042016806715,1.796235394736522,0.1729552790503957,-0.005102040816326259,0,0,-0.01574864639733442,-0.012223071046601086,0.04403862995150476
