date,contract_preamble,expiry_date,mean,median,mode,skewness,kurtosis,variance
2025-02-07,KXU3-25FEB,2025-03-07,3.9642857142857144,4,4,-0.33333333333333187,-0.23130269215081256,0.020051020408163294
2025-02-07,KXU3-25JAN,2025-02-07,4.030612244897959,4,4,0.46874999999998906,-0.18870449999999028,0.008246563931695124
2025-02-08,KXU3-25FEB,2025-03-07,3.986734693877551,4,3.9,-0.10236220472440467,-0.6947694565605782,0.02584443981674303
2025-02-09,KXU3-25FEB,2025-03-07,3.972448979591837,4,4,-0.19148936170212918,-0.8864193281514181,0.03138379841732612
2025-02-10,KXU3-25FEB,2025-03-07,3.969387755102041,4,4,-0.21126760563380068,-0.8844682310339924,0.03151187005414412
2025-02-11,KXU3-25FEB,2025-03-07,3.971428571428571,4,4,-0.2187499999999958,-0.548304275141037,0.02836734693877552
2025-02-12,KXU3-25FEB,2025-03-07,3.9714285714285706,4,4.1,-0.2121212121212114,-0.6861351065633987,0.02714285714285714
2025-02-13,KXU3-25FEB,2025-03-07,3.979591836734694,4,4,-0.17543859649122637,-0.36117230840580605,0.021420241566014155
2025-02-14,KXU3-25FEB,2025-03-07,3.9744897959183674,4,3.9,-0.24271844660194156,-0.32760607079412285,0.017206372344856304
2025-02-15,KXU3-25FEB,2025-03-07,3.9683673469387757,4,3.9,-0.2897196261682309,-0.4938867591791385,0.016856518117451057
2025-02-16,KXU3-25FEB,2025-03-07,3.968367346938775,4,4,-0.2844036697247771,-0.5353824100007936,0.018489171178675545
2025-02-17,KXU3-25FEB,2025-03-07,3.969387755102041,4,3.9,-0.29411764705882926,-0.3851385822489628,0.016409829237817575
2025-02-18,KXU3-25FEB,2025-03-07,3.9806122448979595,4,3.9,-0.16814159292035116,-0.5373041761325661,0.019930237401082886
2025-02-19,KXU3-25FEB,2025-03-07,3.9816326530612245,4,3.9,-0.15789473684210528,-0.3074297776005186,0.02007080383173677
2025-02-20,KXU3-25FEB,2025-03-07,3.9918367346938766,4,3.9,-0.07407407407407904,-0.2705675557209304,0.019321116201582663
2025-02-21,KXU3-25FEB,2025-03-07,3.9908163265306116,4,3.9,-0.08411214953271641,-0.23304177926309855,0.019201374427321942
2025-02-22,KXU3-25FEB,2025-03-07,3.9806122448979586,4,3.9,-0.1743119266055057,-0.24873470145731247,0.019930237401082875
2025-02-23,KXU3-25FEB,2025-03-07,3.992857142857143,4,3.9,-0.061946902654867055,-0.48774709321441057,0.020867346938775507
2025-02-24,KXU3-25FEB,2025-03-07,3.992857142857143,4,3.9,-0.06306306306306285,-0.39879772284577664,0.020255102040816327
2025-02-25,KXU3-25FEB,2025-03-07,3.9857142857142858,4,3.9,-0.1320754716981169,-0.10822566115203269,0.018571428571428558
2025-02-26,KXU3-25FEB,2025-03-07,3.987755102040816,4,4,-0.11999999999999712,-0.18036935411158161,0.017605164514785505
2025-02-27,KXU3-25FEB,2025-03-07,3.991836734693878,4,3.9,-0.08000000000000534,-0.1528624405591894,0.017076218242398994
2025-02-28,KXU3-25FEB,2025-03-07,3.978571428571428,4,3.9,-0.24137931034483184,-0.4145117117867523,0.01249999999999999
2025-03-01,KXU3-25FEB,2025-03-07,3.9785714285714273,4,4.1,-0.2307692307692397,-0.5868916765755126,0.013316326530612235
2025-03-02,KXU3-25FEB,2025-03-07,3.983673469387755,4,4,-0.17021276595744889,-0.3247643668500326,0.01646813827571846
2025-03-03,KXU3-25FEB,2025-03-07,3.979591836734693,4,4,-0.23255813953488655,0.5262561550206182,0.01509371095376926
2025-03-04,KXU3-25FEB,2025-03-07,3.979591836734694,4,4,-0.25000000000000305,0.05899302714461818,0.012236568096626401
2025-03-05,KXU3-25FEB,2025-03-07,3.976530612244898,4,4,-0.2705882352941145,0.21203179586368437,0.013224698042482297
2025-03-05,KXU3-25MAR,2025-04-04,4.007142857142857,4.1,4.1,-0.5870967741935463,-1.2149192205551065,0.03576530612244899
2025-03-06,KXU3-25FEB,2025-03-07,3.977551020408163,4,4,-0.26829268292683006,-0.24011509225976857,0.011536859641815903
2025-03-06,KXU3-25MAR,2025-04-04,4.002040816326531,4,4.1,0.013333333333329141,-1.0338010625579153,0.032648896293211174
2025-03-07,KXU3-25FEB,2025-03-07,3.9755102040816315,4,4,-0.31578947368422017,0.244909280591727,0.010828821324448143
2025-03-07,KXU3-25MAR,2025-04-04,4.036734693877551,4,4,0.3272727272727274,-0.259166477989186,0.020895460224906293
2025-03-08,KXU3-25MAR,2025-04-04,4.048979591836735,4,4,0.4705882352941236,0.3431970545981322,0.018213244481466058
2025-03-09,KXU3-25MAR,2025-04-04,4.053061224489796,4.1,4.1,-0.4339622641509384,0.12338008453180338,0.019429404414827163
2025-03-10,KXU3-25MAR,2025-04-04,4.069387755102041,4.1,4,-0.2830188679245298,-0.689196411623386,0.017838400666389004
2025-03-11,KXU3-25MAR,2025-04-04,4.075510204081633,4.1,4.1,-0.24489795918366764,-0.4730939112686081,0.016543107038733858
2025-03-12,KXU3-25MAR,2025-04-04,4.070408163265306,4.1,4.1,-0.2521739130434785,-0.20115572192002018,0.023512078300708037
2025-03-13,KXU3-25MAR,2025-04-04,4.082653061224489,4.1,4,-0.1650485436893235,-0.626332536492936,0.017964389837567672
2025-03-14,KXU3-25MAR,2025-04-04,4.075510204081632,4.1,4.1,-0.21818181818181295,0.010708031127918627,0.021645147855060384
2025-03-15,KXU3-25MAR,2025-04-04,4.078571428571429,4.1,4,-0.20792079207919864,-0.32151681444760216,0.017193877551020406
2025-03-16,KXU3-25MAR,2025-04-04,4.073469387755102,4.1,4,-0.24528301886792142,-0.36594518343195226,0.017867555185339442
2025-03-17,KXU3-25MAR,2025-04-04,4.081632653061224,4.1,4,-0.16981132075470476,-0.4405422386642295,0.019050395668471463
2025-03-18,KXU3-25MAR,2025-04-04,4.080612244897959,4.1,4,-0.17757009345793293,-0.483755645108066,0.019317992503123695
2025-03-19,KXU3-25MAR,2025-04-04,4.077551020408163,4.1,4.1,-0.2199999999999919,-0.24902402268778845,0.01827155351936692
2025-03-20,KXU3-25MAR,2025-04-04,4.081632653061224,4.1,4,-0.16981132075470476,-0.4405422386642295,0.019050395668471463
2025-03-21,KXU3-25MAR,2025-04-04,4.081632653061224,4.1,4,-0.16981132075470476,-0.4405422386642295,0.019050395668471463
2025-03-22,KXU3-25MAR,2025-04-04,4.078571428571429,4.1,4.1,-0.192660550458707,-0.5660557457325801,0.0198469387755102
2025-03-23,KXU3-25MAR,2025-04-04,4.080612244897959,4.1,4.1,-0.1775700934579329,-0.5364431922410708,0.019726155768429815
2025-03-24,KXU3-25MAR,2025-04-04,4.076530612244898,4.1,4.1,-0.2323232323232253,-0.20916043262124884,0.017510412328196584
2025-03-25,KXU3-25MAR,2025-04-04,4.08265306122449,4.1,4.1,-0.1683168316831715,-0.31308631243657015,0.018168471470220736
2025-03-26,KXU3-25MAR,2025-04-04,4.0836734693877546,4.1,4.1,-0.16666666666666874,-0.10092965053758407,0.016876301541024572
2025-03-27,KXU3-25MAR,2025-04-04,4.081632653061225,4.1,4,-0.17647058823528136,-0.2680692733152332,0.017417742607246985
2025-03-28,KXU3-25MAR,2025-04-04,4.093877551020409,4.1,4.1,-0.058823529411763296,-0.4539717884268497,0.01792169929196168
2025-03-29,KXU3-25MAR,2025-04-04,4.088775510204082,4.1,4.1,-0.11340206185566593,-0.29790619704552634,0.017322990420658053
2025-03-30,KXU3-25MAR,2025-04-04,4.086734693877551,4.1,4.1,-0.12621359223300813,-0.4995491276893582,0.018701582673885872
2025-03-31,KXU3-25MAR,2025-04-04,4.096938775510204,4.1,4.1,-0.03157894736841569,-0.20761996107589598,0.016419200333194505
2025-04-01,KXU3-25MAR,2025-04-04,4.085714285714285,4.1,4.1,-0.1842105263157888,0.6446234076861019,0.012448979591836742
2025-04-02,KXU3-25MAR,2025-04-04,4.084693877551021,4.1,4.1,-0.21739130434782708,1.1819151990693548,0.011092253227821747
2025-04-03,KXU3-25APR,2025-05-02,4.114285714285713,4.1,3.9999999999999996,0.1521739130434775,-1.2374471191406102,0.01306122448979595
2025-04-03,KXU3-25MAR,2025-04-04,4.0673469387755095,4.1,4.1,-0.421052631578941,0.4789657675781198,0.011995002082465638
2025-04-04,KXU3-25APR,2025-05-02,4.135714285714285,4.1,4.3,0.30434782608695526,-0.704205092396271,0.019030612244897962
2025-04-04,KXU3-25MAR,2025-04-04,4.0673469387755095,4.1,4.1,-0.47058823529412375,0.19046409362618055,0.010158267388588079
2025-04-05,KXU3-25APR,2025-05-02,4.143877551020409,4.1,4.1,0.4095238095238089,-0.21863224483985677,0.01736047480216577
2025-04-06,KXU3-25APR,2025-05-02,4.192857142857143,4.2,4.1,-0.048275862068965295,-0.7011385062863607,0.03352040816326535
2025-04-07,KXU3-25APR,2025-05-02,4.185714285714286,4.2,4.1,-0.09090909090909051,-0.8756730677764586,0.03551020408163269
2025-04-08,KXU3-25APR,2025-05-02,4.190816326530612,4.2,4.1,-0.06382978723404403,-0.6165640156977119,0.03103810912119953
2025-04-09,KXU3-25APR,2025-05-02,4.197959183673469,4.2,4.1,-0.014285714285715997,-0.796601655991847,0.02979175343606834
2025-04-10,KXU3-25APR,2025-05-02,4.194897959183673,4.2,4.1,-0.03546099290781184,-0.8014265997222276,0.030484173261141227
2025-04-11,KXU3-25APR,2025-05-02,4.190816326530613,4.2,4.1,-0.06569343065692947,-0.7112344848905878,0.028589129529362788
2025-04-12,KXU3-25APR,2025-05-02,4.189795918367348,4.2,4.1,-0.0724637681159381,-0.7153442213397989,0.029079550187421935
2025-04-13,KXU3-25APR,2025-05-02,4.189795918367348,4.2,4.1,-0.0724637681159381,-0.7153442213397989,0.029079550187421935
2025-04-14,KXU3-25APR,2025-05-02,4.197959183673469,4.2,4.1,-0.014492753623190146,-0.3976969128572949,0.0299958350687214
2025-04-15,KXU3-25APR,2025-05-02,4.191836734693878,4.2,4.1,-0.05633802816901471,-0.44354862255884964,0.030137442732194954
2025-04-16,KXU3-25APR,2025-05-02,4.191836734693877,4.2,4.1,-0.05555555555556223,-0.5123513811476932,0.03074968763015413
2025-04-17,KXU3-25APR,2025-05-02,4.185714285714286,4.2,4.1,-0.10606060606060559,-0.26041995673337004,0.026326530612244926
2025-04-18,KXU3-25APR,2025-05-02,4.180612244897959,4.2,4.1,-0.1544715447154515,0.029561950453259378,0.02462411495210332
2025-04-19,KXU3-25APR,2025-05-02,4.179591836734693,4.2,4.1,-0.16129032258065049,-0.053202183877001374,0.025093710953769287
2025-04-20,KXU3-25APR,2025-05-02,4.1755102040816325,4.2,4.1,-0.20000000000000945,0.07056215251457365,0.02450229071220327
2025-04-21,KXU3-25APR,2025-05-02,4.1755102040816325,4.2,4.1,-0.20689655172414012,0.183932775020077,0.02246147438567267
2025-04-22,KXU3-25APR,2025-05-02,4.1826530612244905,4.2,4.1,-0.14285714285714532,0.11822722450421974,0.0232705122865473
2025-04-23,KXU3-25APR,2025-05-02,4.181632653061225,4.2,4.1,-0.14999999999999616,0.09776289029082408,0.023336109954185783
2025-04-24,KXU3-25APR,2025-05-02,4.178571428571429,4.2,4.1,-0.1735537190082637,0.03534927196203874,0.02331632653061227
2025-04-25,KXU3-25APR,2025-05-02,4.171428571428571,4.1,4.1,0.5833333333333379,0.06765674426020363,0.022857142857142878
2025-04-26,KXU3-25APR,2025-05-02,4.170408163265306,4.1,4.1,0.5798319327731201,0.07254706735817251,0.023103915035401944
2025-04-27,KXU3-25APR,2025-05-02,4.165306122448979,4.1,4.1,0.5517241379310329,0.2154520126434285,0.022469804248229933
2025-04-28,KXU3-25APR,2025-05-02,4.162244897959184,4.15,4.1,0.5041322314049614,0.007943310658686364,0.02275822573927533
2025-04-29,KXU3-25APR,2025-05-02,4.151020408163266,4.1,4.1,0.43103448275862744,-0.07677455981638737,0.023315285297792605
2025-04-30,KXU3-25APR,2025-05-02,4.16734693877551,4.1,4.1,0.5593220338983057,-0.6912653835137719,0.02056643065389423
2025-05-01,KXU3-25APR,2025-05-02,4.163265306122449,4.15,4.1,0.5849056603773544,-0.14861942101168868,0.017630154102457333
2025-05-02,KXU3-25APR,2025-05-02,4.155102040816326,4.1,4.1,0.5510204081632514,0.04281667748233531,0.01675968346522284
2025-05-07,KXU3-25MAY,2025-06-06,4.181632653061225,4.2,4.2,-0.15254237288135206,-0.4502207476440856,0.023744273219491907
2025-05-08,KXU3-25MAY,2025-06-06,4.1826530612244905,4.2,4.2,-0.14529914529914037,-0.4177099297453073,0.02347459391920036
2025-05-09,KXU3-25MAY,2025-06-06,4.164285714285715,4.2,4.2,-0.29914529914529764,-0.2201173476207181,0.023928571428571462
2025-05-10,KXU3-25MAY,2025-06-06,4.166326530612246,4.2,4.2,-0.28205128205127106,-0.21700574651393367,0.023866097459391958
2025-05-11,KXU3-25MAY,2025-06-06,4.173469387755103,4.2,4.1,-0.21311475409836478,-0.23532243842386258,0.025418575593502735
2025-05-12,KXU3-25MAY,2025-06-06,4.168367346938776,4.15,4.1,0.5275590551181117,-0.37801840047331536,0.025632028321532722
2025-05-13,KXU3-25MAY,2025-06-06,4.156122448979591,4.2,4.1,-0.4343434343434423,0.027586233079458733,0.015727821740941294
2025-05-14,KXU3-25MAY,2025-06-06,4.175510204081632,4.2,4.2,-0.2400000000000026,0.5212773521468144,0.01899208663057062
2025-05-15,KXU3-25MAY,2025-06-06,4.169387755102041,4.2,4.2,-0.30000000000000115,0.5375111802836079,0.018654727197001262
2025-05-16,KXU3-25MAY,2025-06-06,4.171428571428571,4.2,4.2,-0.2745098039215673,1.4258546782544297,0.02122448979591839
2025-05-17,KXU3-25MAY,2025-06-06,4.171428571428571,4.2,4.2,-0.2800000000000074,0.37061249999999735,0.01795918367346941
2025-05-18,KXU3-25MAY,2025-06-06,4.180612244897959,4.2,4.2,-0.20430107526882293,-0.10129360560669998,0.0162567680133278
2025-05-19,KXU3-25MAY,2025-06-06,4.179591836734694,4.2,4.2,-0.22222222222222948,0.26801047820862367,0.015501874219075402
2025-05-20,KXU3-25MAY,2025-06-06,4.165306122448979,4.2,4.1,-0.3090909090909224,1.2366594269810527,0.023286130778842173
