contract_preamble,datetime_6h_utc,datetime_6h_et,expiry_datetime,date,strike,yes_price,interval_volume,adjusted_yes_price,probability,swapped
KXCPICOREYOY-25JAN,2025-01-16T06:00:00Z,2025-01-16 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-16,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-16T12:00:00Z,2025-01-16 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-16,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-16T18:00:00Z,2025-01-16 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-16,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-17T00:00:00Z,2025-01-16 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-17,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-17T06:00:00Z,2025-01-17 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-17,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-17T12:00:00Z,2025-01-17 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-17,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-17T18:00:00Z,2025-01-17 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-17,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-18T00:00:00Z,2025-01-17 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-18,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-18T06:00:00Z,2025-01-18 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-18,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-18T12:00:00Z,2025-01-18 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-18,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-18T18:00:00Z,2025-01-18 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-18,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-19T00:00:00Z,2025-01-18 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-19,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-19T06:00:00Z,2025-01-19 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-19,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-19T12:00:00Z,2025-01-19 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-19,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-19T18:00:00Z,2025-01-19 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-19,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-20T00:00:00Z,2025-01-19 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-20,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-20T06:00:00Z,2025-01-20 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-20,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-20T12:00:00Z,2025-01-20 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-20,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-20T18:00:00Z,2025-01-20 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-20,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-21T00:00:00Z,2025-01-20 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-21,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-21T06:00:00Z,2025-01-21 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-21,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-21T12:00:00Z,2025-01-21 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-21,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-21T18:00:00Z,2025-01-21 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-21,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-22T00:00:00Z,2025-01-21 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-22,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-22T06:00:00Z,2025-01-22 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-22,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-22T12:00:00Z,2025-01-22 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-22,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-22T18:00:00Z,2025-01-22 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-22,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-01-23T00:00:00Z,2025-01-22 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-23,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-23T06:00:00Z,2025-01-23 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-23,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-23T12:00:00Z,2025-01-23 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-23,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-23T18:00:00Z,2025-01-23 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-23,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-24T00:00:00Z,2025-01-23 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-24,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-24T06:00:00Z,2025-01-24 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-24,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-24T12:00:00Z,2025-01-24 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-24,2.6999999999999997,0,NA,94,1.2755102040816326,FALSE
KXCPICOREYOY-25JAN,2025-01-24T18:00:00Z,2025-01-24 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-24,2.6999999999999997,0,NA,94,1.2755102040816326,FALSE
KXCPICOREYOY-25JAN,2025-01-25T00:00:00Z,2025-01-24 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-25,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-25T06:00:00Z,2025-01-25 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-25,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-25T12:00:00Z,2025-01-25 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-25,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-25T18:00:00Z,2025-01-25 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-25,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-26T00:00:00Z,2025-01-25 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-26,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-26T06:00:00Z,2025-01-26 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-26,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-26T12:00:00Z,2025-01-26 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-26,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-26T18:00:00Z,2025-01-26 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-26,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-27T00:00:00Z,2025-01-26 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-27,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-27T06:00:00Z,2025-01-27 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-27,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-27T12:00:00Z,2025-01-27 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-27,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-27T18:00:00Z,2025-01-27 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-27,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-28T00:00:00Z,2025-01-27 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-28,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-28T06:00:00Z,2025-01-28 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-28,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-28T12:00:00Z,2025-01-28 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-28,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-28T18:00:00Z,2025-01-28 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-28,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-29T00:00:00Z,2025-01-28 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-29,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-29T06:00:00Z,2025-01-29 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-29,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-29T12:00:00Z,2025-01-29 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-29,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-29T18:00:00Z,2025-01-29 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-29,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-01-30T00:00:00Z,2025-01-29 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-30,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-30T06:00:00Z,2025-01-30 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-30,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-30T12:00:00Z,2025-01-30 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-30,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-30T18:00:00Z,2025-01-30 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-30,2.6999999999999997,0,NA,94,0,FALSE
KXCPICOREYOY-25JAN,2025-01-31T00:00:00Z,2025-01-30 19:00:00 EST,2025-02-12T12:00:00Z,2025-01-31,2.6999999999999997,0,NA,96,0,FALSE
KXCPICOREYOY-25JAN,2025-01-31T06:00:00Z,2025-01-31 01:00:00 EST,2025-02-12T12:00:00Z,2025-01-31,2.6999999999999997,0,NA,96,0,FALSE
KXCPICOREYOY-25JAN,2025-01-31T12:00:00Z,2025-01-31 07:00:00 EST,2025-02-12T12:00:00Z,2025-01-31,2.6999999999999997,0,NA,96,0,FALSE
KXCPICOREYOY-25JAN,2025-01-31T18:00:00Z,2025-01-31 13:00:00 EST,2025-02-12T12:00:00Z,2025-01-31,2.6999999999999997,0,NA,96,0,FALSE
KXCPICOREYOY-25JAN,2025-02-01T00:00:00Z,2025-01-31 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-01,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-01T06:00:00Z,2025-02-01 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-01,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-01T12:00:00Z,2025-02-01 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-01,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-01T18:00:00Z,2025-02-01 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-01,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-02T00:00:00Z,2025-02-01 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-02,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-02T06:00:00Z,2025-02-02 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-02,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-02T12:00:00Z,2025-02-02 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-02,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-02T18:00:00Z,2025-02-02 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-02,2.6999999999999997,0,NA,97,0,FALSE
KXCPICOREYOY-25JAN,2025-02-03T00:00:00Z,2025-02-02 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-03,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-03T06:00:00Z,2025-02-03 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-03,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-03T12:00:00Z,2025-02-03 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-03,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-03T18:00:00Z,2025-02-03 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-03,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-04T00:00:00Z,2025-02-03 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-04,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-04T06:00:00Z,2025-02-04 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-04,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-04T12:00:00Z,2025-02-04 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-04,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-04T18:00:00Z,2025-02-04 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-04,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-05T00:00:00Z,2025-02-04 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-05,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-05T06:00:00Z,2025-02-05 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-05,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-05T12:00:00Z,2025-02-05 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-05,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-05T18:00:00Z,2025-02-05 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-05,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-06T00:00:00Z,2025-02-05 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-06,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-02-06T06:00:00Z,2025-02-06 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-06,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-02-06T12:00:00Z,2025-02-06 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-06,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-02-06T18:00:00Z,2025-02-06 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-06,2.6999999999999997,0,NA,93,0,FALSE
KXCPICOREYOY-25JAN,2025-02-07T00:00:00Z,2025-02-06 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-07,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-07T06:00:00Z,2025-02-07 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-07,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-07T12:00:00Z,2025-02-07 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-07,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-07T18:00:00Z,2025-02-07 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-07,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-08T00:00:00Z,2025-02-07 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-08,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-08T06:00:00Z,2025-02-08 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-08,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-08T12:00:00Z,2025-02-08 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-08,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-08T18:00:00Z,2025-02-08 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-08,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-09T00:00:00Z,2025-02-08 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-09,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-09T06:00:00Z,2025-02-09 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-09,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-09T12:00:00Z,2025-02-09 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-09,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-09T18:00:00Z,2025-02-09 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-09,2.6999999999999997,0,NA,92,1.7857142857142858,FALSE
KXCPICOREYOY-25JAN,2025-02-10T00:00:00Z,2025-02-09 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-10,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-10T06:00:00Z,2025-02-10 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-10,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-10T12:00:00Z,2025-02-10 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-10,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-10T18:00:00Z,2025-02-10 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-10,2.6999999999999997,0,NA,92,0,FALSE
KXCPICOREYOY-25JAN,2025-02-11T00:00:00Z,2025-02-10 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-11,2.6999999999999997,0,NA,99,0,FALSE
KXCPICOREYOY-25JAN,2025-02-11T06:00:00Z,2025-02-11 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-11,2.6999999999999997,0,NA,99,0,FALSE
KXCPICOREYOY-25JAN,2025-02-11T12:00:00Z,2025-02-11 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-11,2.6999999999999997,0,NA,99,0,FALSE
KXCPICOREYOY-25JAN,2025-02-11T18:00:00Z,2025-02-11 13:00:00 EST,2025-02-12T12:00:00Z,2025-02-11,2.6999999999999997,0,NA,99,0,FALSE
KXCPICOREYOY-25JAN,2025-02-12T00:00:00Z,2025-02-11 19:00:00 EST,2025-02-12T12:00:00Z,2025-02-12,2.6999999999999997,0,NA,99,0,FALSE
KXCPICOREYOY-25JAN,2025-02-12T06:00:00Z,2025-02-12 01:00:00 EST,2025-02-12T12:00:00Z,2025-02-12,2.6999999999999997,0,NA,99,0,FALSE
KXCPICOREYOY-25JAN,2025-02-12T12:00:00Z,2025-02-12 07:00:00 EST,2025-02-12T12:00:00Z,2025-02-12,2.6999999999999997,0,NA,99,0,FALSE
KXCPICOREYOY-25SEP,2025-08-24T06:00:00Z,2025-08-24 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-24,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-24T12:00:00Z,2025-08-24 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-24,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-24T18:00:00Z,2025-08-24 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-24,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-25T00:00:00Z,2025-08-24 20:00:00 EDT,2025-09-06T12:00:00Z,2025-08-25,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-25T06:00:00Z,2025-08-25 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-25,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-25T12:00:00Z,2025-08-25 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-25,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-25T18:00:00Z,2025-08-25 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-25,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-26T00:00:00Z,2025-08-25 20:00:00 EDT,2025-09-06T12:00:00Z,2025-08-26,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-26T06:00:00Z,2025-08-26 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-26,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-26T12:00:00Z,2025-08-26 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-26,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-26T18:00:00Z,2025-08-26 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-26,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-27T00:00:00Z,2025-08-26 20:00:00 EDT,2025-09-06T12:00:00Z,2025-08-27,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-27T06:00:00Z,2025-08-27 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-27,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-27T12:00:00Z,2025-08-27 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-27,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-27T18:00:00Z,2025-08-27 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-27,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-28T00:00:00Z,2025-08-27 20:00:00 EDT,2025-09-06T12:00:00Z,2025-08-28,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-28T06:00:00Z,2025-08-28 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-28,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-28T12:00:00Z,2025-08-28 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-28,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-28T18:00:00Z,2025-08-28 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-28,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-29T00:00:00Z,2025-08-28 20:00:00 EDT,2025-09-06T12:00:00Z,2025-08-29,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-29T06:00:00Z,2025-08-29 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-29,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-29T12:00:00Z,2025-08-29 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-29,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-29T18:00:00Z,2025-08-29 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-29,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-30T00:00:00Z,2025-08-29 20:00:00 EDT,2025-09-06T12:00:00Z,2025-08-30,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-30T06:00:00Z,2025-08-30 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-30,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-30T12:00:00Z,2025-08-30 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-30,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-30T18:00:00Z,2025-08-30 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-30,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-31T00:00:00Z,2025-08-30 20:00:00 EDT,2025-09-06T12:00:00Z,2025-08-31,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-31T06:00:00Z,2025-08-31 02:00:00 EDT,2025-09-06T12:00:00Z,2025-08-31,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-31T12:00:00Z,2025-08-31 08:00:00 EDT,2025-09-06T12:00:00Z,2025-08-31,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-08-31T18:00:00Z,2025-08-31 14:00:00 EDT,2025-09-06T12:00:00Z,2025-08-31,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-09-01T00:00:00Z,2025-08-31 20:00:00 EDT,2025-09-06T12:00:00Z,2025-09-01,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-09-01T06:00:00Z,2025-09-01 02:00:00 EDT,2025-09-06T12:00:00Z,2025-09-01,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
KXCPICOREYOY-25SEP,2025-09-01T12:00:00Z,2025-09-01 08:00:00 EDT,2025-09-06T12:00:00Z,2025-09-01,2.6999999999999997,0,NA,89,2.5510204081632653,FALSE
